"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1516 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837573"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837576"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1570 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 320"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1582 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1603 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837580"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1624 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1637 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837582"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837582"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1645 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837583"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837583"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 77"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1658 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837584"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837584"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 121"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 200"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 184"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1770 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1914 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 128"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1944 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 72"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1952 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837598"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2049 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2086 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837605"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837605"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2092 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837606"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837606"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2105 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2111 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2116 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2119 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837622"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837622"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 21"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2161 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837623"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837623"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2163 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837624"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837624"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2168 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837625"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837625"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2171 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837626"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837656"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837656"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2239 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837657"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837657"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 22"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2241 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837658"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837658"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 19"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 20"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2243 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837659"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837659"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 21"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2245 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837660"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837660"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837669"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837669"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2300 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837670"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837670"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2305 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837671"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837671"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2311 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837672"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837672"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2317 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837673"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837673"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2323 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837674"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837680"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2393 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837681"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837681"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 54"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 54"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837704"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 45"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 48"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2656 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837705"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 66"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 67"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2664 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837706"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837706"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 95"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2682 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837707"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837707"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 103"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 103"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2717 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837708"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837708"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 107"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 107"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2759 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837709"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837709"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 95"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 97"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2804 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837710"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837710"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 82"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2840 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837711"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837711"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 60"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 60"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2866 KBytes"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837717"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 49"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2931 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837718"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 37"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2943 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837719"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 39"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2948 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837720"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2954 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837721"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2961 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837722"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3056 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837723"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3057 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837724"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3152 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837725"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837727"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 160"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 152"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 3248 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837728"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
