"<android.os.Handler: boolean sendMessage(android.os.Message)>","{ when=-13h5m26s233ms what=0 target=com.RunnerGames.game.Jewelsybw.LostTreasure_Lite$2 }"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1491 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837575"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837575"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1557 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837576"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837576"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1570 KBytes"
"<java.io.OutputStream: void write(byte[])>","[B@4bd6158"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 320"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1582 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1603 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1615 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837580"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837580"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1624 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837593"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.app.Activity: void setVolumeControlStream(int)>","3"
"<android.app.Activity: void setContentView(android.view.View)>","com.doodlemobile.basket.opengl.l{9398fde V.E...... ......I. 0,0-0,0}"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","ssc","applicationID  1 is D004C6622221462C"
"<android.util.Log: int i(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","applicationId = D004C6622221462C"
"<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>","ts","1682172705139"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","ssc","doolemobilea 585 USen"
"<android.location.Criteria: void setAccuracy(int)>","2"
"<android.os.Handler: boolean sendEmptyMessage(int)>","100001"
"<android.view.View: void setVisibility(int)>","8"
"<android.view.View: void setVisibility(int)>","8"
"<android.os.Handler: boolean sendEmptyMessage(int)>","106"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","100001","240000"
"<android.view.View: void setVisibility(int)>","4"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","DoodleMobileAnaylise","create files"
"<android.view.View: void setVisibility(int)>","8"
"<android.util.Log: int d(java.lang.String,java.lang.String)>","Basket","Create OpenGL ES 2.0 successed."
"<android.util.Log: int d(java.lang.String,java.lang.String)>","Basket","Actual size: w=1080, h=1977"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837548"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837549"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837545"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837636"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837621"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","108","2000"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837644"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837643"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837645"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837633"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837658"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837547"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837660"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837659"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837552"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837657"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837664"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837628"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837557"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837553"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837554"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837555"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837556"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837654"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837629"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837623"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837631"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837622"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837558"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837663"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837655"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837656"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837542"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837543"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837653"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837546"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837634"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837635"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837658"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@6074226","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@6a2ee67"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837659"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@2ad1414","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@b47d4bd"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837548"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@7955ab2","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@3e60a03"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837549"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@1515d80","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@b21ffb9"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837545"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@b7a6ffe","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@db5435f"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837636"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@b2ed1ac","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@dd9de75"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837660"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@b098e0a","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@214b67b"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837664"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@8d5c98","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@3f6ecf1"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837644"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@fba80d6","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@12e3f57"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837643"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@c47aa44","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@4fc672d"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","xuming","FeatureScreen is go !"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837645"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@85ffddc","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@4604ee5"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@5bc346b","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@edd1bc8"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837547"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@74bf461","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@3d2cb86"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837552"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@a67ac47","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@a8c2c74"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837657"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","Client","Exception: 1"
"<android.util.Log: int w(java.lang.String,java.lang.String)>","xuming","FeatureScrenn show = 1"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837628"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@741c55e","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@5d7dd3f"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837557"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@c960c","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@45bbb55"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837621"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@6e0d96a","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@1f70e5b"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837634"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@1f306f8","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@c69b7d1"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837635"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@bab2236","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@80e3537"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837553"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@1cd9aa4","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@881000d"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837554"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@3ff2bc2","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@d06edd3"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837555"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@c9bbd10","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@c4a9009"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837556"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@398420e","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@c8942f"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837654"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@de79a3c","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@30323c5"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837629"
"<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>","android.content.res.AssetManager$AssetInputStream@c9a711a","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@54444b"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/tapcheese.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/catlaughs.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/button.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/tapice.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/taprandom.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/tvwhitenoise.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/tvchannelswitch.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/newrecord.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/scorerolling.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/micecheers.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/lock.ogg"
"<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>","sound/victory.ogg"
"<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>","0","20000"
"<android.view.Window: void setAttributes(android.view.WindowManager$LayoutParams)>","{(0,0)(fillxfill) sim={forwardNavigation} ty=BASE_APPLICATION wanim=0x1030001 needsMenuKey
"
"  fl=LAYOUT_IN_SCREEN LAYOUT_NO_LIMITS FULLSCREEN LAYOUT_INSET_DECOR}""","l=LAYOUT_IN_SCREEN LAYOUT_NO_LIMITS FULLSCREEN LAYOUT_INSET_DECOR}"""
"<android.view.View: void setFocusable(boolean)>","0"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 200"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 184"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1770 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1914 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 128"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1944 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 72"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1952 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837598"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837601"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 168"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2016 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837602"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837602"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 144"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2027 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2049 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2086 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837605"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837605"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2092 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837606"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2111 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2116 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2119 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2122 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837611"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837611"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2125 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837612"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837612"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2129 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837613"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837613"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 26"
