"<android.view.Window: void setFlags(int,int)>","1024","1024"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1227 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837566"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837566"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 112"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 102"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1286 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837567"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837567"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 8"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 8"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837568"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837568"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 243"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 168"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1331 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837569"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837569"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1491 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837570"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1499 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837571"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837571"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1508 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837572"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837572"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 88"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1516 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837573"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837573"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 128"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1524 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837574"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837574"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1545 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837575"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837575"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1557 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837576"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837576"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1570 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837577"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 320"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1582 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837578"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1603 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837579"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1615 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837580"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837580"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 55"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 59"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1624 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837581"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 46"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 47"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1637 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837582"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837582"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1645 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837583"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837583"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 77"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1658 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837584"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837584"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 121"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1669 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837585"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837585"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 133"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 43"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1682 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837586"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837586"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 42"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 42"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1705 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837587"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1719 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837589"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837589"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 42"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1726 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837590"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837590"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 42"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 41"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1733 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837591"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837593"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837593"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1758 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837594"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 200"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 184"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1770 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837595"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1914 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837596"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 128"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1944 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837597"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 56"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 72"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1952 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837598"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837598"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1968 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837599"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837599"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 112"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1973 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837600"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837600"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 80"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 1991 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837601"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837601"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 168"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2016 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837602"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837602"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 144"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 40"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2027 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837603"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 96"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2049 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837604"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 104"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837607"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2111 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837608"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2116 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837609"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2119 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837610"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2122 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837611"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837611"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 32"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 34"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2125 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837612"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837612"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837621"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837622"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837622"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 21"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2161 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837623"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837623"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 33"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2163 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837624"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837624"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2168 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837625"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837625"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 27"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2171 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837626"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837626"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 23"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2174 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837627"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837636"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837636"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 30"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 31"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2209 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837637"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837637"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 28"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 29"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2213 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837638"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837638"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 24"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 25"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2216 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837639"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837639"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 15"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2218 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837640"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2231 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837652"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837652"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 16"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2232 KBytes"
"<android.content.res.Resources: java.io.InputStream openRawResource(int)>","2130837653"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","ResID: 2130837663"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Width: 35"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Height: 38"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","OPtions: ARGB_8888"
"<android.util.Log: int v(java.lang.String,java.lang.String)>","GameEngine","Picture use RAM: 2265 KBytes"
