<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682054930805"
<android.os.Handler: boolean sendEmptyMessageDelayed(int,long)>;"10001","10000"
<java.io.OutputStream: void write(byte[])>;"[B@e0fcf57"
<java.io.OutputStream: void write(byte[])>;"[B@33d975d"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@ba034f4","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@c11141d"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@68e8dc5","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@542931a"
<java.io.OutputStream: void write(byte[])>;"[B@d9fa740"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"nnx.bc"
<android.content.res.Resources: java.io.InputStream openRawResource(int)>;"2130837522"
<java.io.OutputStream: void write(byte[])>;"[B@14ac5f2"
<android.util.Log: int e(java.lang.String,java.lang.String)>;"DoodleMobile","RefreshHandler, Refresh: com.forthblue.diknkyl 45"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@b69ae6b","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@e60dc8"
<android.util.Log: int w(java.lang.String,java.lang.String)>;"DoodleMobile","Warning: get feature image from filesystem"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@699c48","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@245aae1"
<java.io.OutputStream: void write(byte[])>;"[B@ce32067"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682064883916"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682054976240"
<android.content.res.AssetManager: java.io.InputStream open(java.lang.String)>;"ccn.ac"
<java.io.OutputStream: void write(byte[])>;"[B@3f3ac05"
<android.graphics.BitmapFactory: android.graphics.Bitmap decodeStream(java.io.InputStream,android.graphics.Rect,android.graphics.BitmapFactory$Options)>;"android.content.res.AssetManager$AssetInputStream@c0cfa3a","Rect(0, 0 - 0, 0)","android.graphics.BitmapFactory$Options@8a066eb"
<android.widget.TextView: void setText(java.lang.CharSequence)>;"Fish Live"
<java.io.OutputStream: void write(byte[])>;"[B@cbd50bb"
<java.io.OutputStream: void write(byte[])>;"[B@5c854e6"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682044968914"
<android.content.res.Resources: java.io.InputStream openRawResource(int)>;"2130837526"
<java.io.OutputStream: void write(byte[])>;"[B@8fa5e0a"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682064763527"
<android.app.Activity: void setContentView(android.view.View)>;"com.doodlemobile.basket.opengl.l{73297b7 V.E...... ......I. 0,0-0,0}"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682044987343"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682054956199"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682044962712"
<android.view.View: void setBackgroundResource(int)>;"2130837573"
<java.io.OutputStream: void write(byte[])>;"[B@169d3f9"
<java.io.OutputStream: void write(byte[])>;"[B@b5f6d3f"
<java.io.OutputStream: void write(byte[])>;"[B@8a64741"
<android.view.View: void setVisibility(int)>;"0"
<java.io.OutputStream: void write(byte[])>;"[B@c459c4f"
<java.io.OutputStream: void write(byte[])>;"[B@a89896f"
<android.util.Log: int w(java.lang.String,java.lang.String)>;"DoodleMobile","Warning: get feature file: http://s3.amazonaws.com/dm-games/feature1 from internet"
<java.io.OutputStream: void write(byte[])>;"[B@6f9526f"
<java.io.OutputStream: void write(byte[])>;"[B@bc9d779"
<java.io.OutputStream: void write(byte[])>;"[B@523443"
<org.json.JSONObject: org.json.JSONObject put(java.lang.String,long)>;"ts","1682044962173"
<java.io.OutputStream: void write(byte[])>;"[B@772b158"
<java.io.OutputStream: void write(byte[])>;"[B@9303b05"
