<java.net.HttpURLConnection: void setRequestMethod(java.lang.String)>;"POST"
<android.graphics.Matrix: void setTranslate(float,float)>;"227.03938","0.0"
<android.content.res.AssetManager: android.content.res.AssetFileDescriptor openFd(java.lang.String)>;"media/sound/dingdong1.mp3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.478405344736457"
<java.net.URL: void <init>;ava.lang.String)>","http://mm.admob.com/static/android/i18n/20101109/en.properties"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.61399072539276"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.232526770448759"
<android.view.View: void setClickable(boolean)>;"0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:11.679964112765198"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:0.41402639504028776"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","Starting setup."
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.055015005741945"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Authorization","OAuth realm="""",oauth_consumer_key=""ejnO7pvE9yzXSZSQgQxIX8moknqexq8fQVFniDaD"",oauth_nonce=""e902f3e5-693a-4491-976a-788bd23b1cd4"",oauth_signature=""vXJ2BO0TUP328AhMweb9yCCZlBc%3D"",oauth_signature_method=""HMAC-SHA1"",oauth_timestamp=""1682184132"",oauth_version=""1.0"""
<android.graphics.Matrix: void setTranslate(float,float)>;"3.2379992","0.0"
<android.os.Handler: boolean sendMessage(android.os.Message)>;"{ when=-13h46m56s509ms barrier=0 }"
<java.net.URLConnection: void setRequestProperty(java.lang.String,java.lang.String)>;"Sdk-Version","1.0.3"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"IabHelper","Starting in-app billing setup."
<android.util.Log: int i(java.lang.String,java.lang.String)>;"AdMobSDK","AdMob SDK version is 20101109-ANDROID-3312276cc1406347"
<android.view.View: void setLongClickable(boolean)>;"0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:0.742639238359099"
<android.graphics.Canvas: void setMatrix(android.graphics.Matrix)>;"Matrix{[1.0, 0.0, 25.75645][0.0, 1.0, 0.0][0.0, 0.0, 1.0]}"
<android.graphics.Matrix: void setTranslate(float,float)>;"181.05063","0.0"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:12.447269339667425"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:9.818572582732012"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:10.737165054733982"
<android.util.Log: int d(java.lang.String,java.lang.String)>;"debug info","fps:8.589368322015758"
<android.widget.TextView: void setPadding(int,int,int,int)>;"0","0","0","0"
<android.location.Criteria: void setAccuracy(int)>;"2"
<android.graphics.Matrix: void setTranslate(float,float)>;"391.35342","0.0"
